party_id,country_name_short_from_elections,country_name_from_elections,election_type,election_date,vote_share,seats,seats_total,party_name_short_from_elections,party_name_from_elections,party_name_english_from_elections,left_right_from_elections,country_id_from_elections,election_id,previous_parliament_election_id,previous_cabinet_id,vote_share_max,vote_share_median,vote_share_mean,country_name_short_from_parties,country_name_from_parties,party_name_short_from_parties,party_name_english_from_parties,party_name_from_parties,party_name_ascii,family_name_short,family_name,left_right_from_parties,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id_from_parties,family_id,election_year,election_decade,election_half_decade
118,ESP,Spain,parliament,1977-06-15,9.35,19.0,350,PCE|IU,Partido Communista | Izquierda Unida,Communist Party | United Left,2.0183,27,42,,,10.81,6.279999999999999,6.945,ESP,Spain,PCE|IU,Communist Party | United Left,Partido Communista | Izquierda Unida,Partido Communista | Izquierda Unida,com,Communist/Socialist,2.0183,1.8937,1.7351,5.2186,33220.0,273.0,1724220.0,1404.0,3602.0,504.0,7760.0,504.0,27.0,14.0,1977,1970,1975
645,ESP,Spain,parliament,1977-06-15,8.23,16.0,350,AP-P,Alianza-Partido Popular,People's Alliance-Party,7.5969,27,42,,,45.24,33.03,30.325384615384607,ESP,Spain,AP-P,People's Alliance-Party,Alianza-Partido Popular,Alianza-Partido Popular,con,Conservative,7.5969,7.619,7.8127,7.7368,33610.0,274.0,1724610.0,1412.0,3608.0,502.0,7800.0,502.0,27.0,26.0,1977,1970,1975
894,ESP,Spain,parliament,1977-06-15,2.82,11.0,350,CiU,ConvergÃ¨ncia i UniÃ³,Convergence and Union,6.2564,27,42,,,5.07,4.23,3.97909090909091,ESP,Spain,CiU,Convergence and Union,ConvergÃ¨ncia i UniÃ³,Convergencia i Unio,con,Conservative,6.2564,6.3998,6.1104,8.7309,33611.0,357.0,1724007.0,1408.0,3607.0,505.0,7740.0,505.0,27.0,26.0,1977,1970,1975
1361,ESP,Spain,parliament,1977-06-15,1.62,8.0,350,PNV,Partido Nacionalista Vasco â€“ Euzko Alderdi Jeltzalea,Basque Nationalist Party,6.2144,27,42,,,1.89,1.35,1.4338461538461535,ESP,Spain,PNV,Basque Nationalist Party,Partido Nacionalista Vasco â€“ Euzko Alderdi Jeltzalea,Partido Nacionalista Vasco -- Euzko Alderdi Jeltzalea,chr,Christian democracy,6.2144,5.7468,6.5139,7.8556,33902.0,358.0,1724902.0,1409.0,3606.0,506.0,7780.0,506.0,27.0,3.0,1977,1970,1975
1790,ESP,Spain,parliament,1977-06-15,4.47,6.0,350,PSP,Partido Socialista Popular,People's Socialist Party,4.2083,27,42,,,4.47,4.47,4.47,ESP,Spain,PSP,People's Socialist Party,Partido Socialista Popular,Partido Socialista Popular,com,Communist/Socialist,4.2083,4.2273,3.7083,9.1667,,,,,,,,519.0,27.0,14.0,1977,1970,1975
62,ESP,Spain,parliament,1977-06-15,0.95,2.0,350,UCDCC,UniÃ³ del Centre i la DemocrÃ cia Cristiana de Catalunya,Union of Centre and Christian Democracy of Catalonia,6.2,27,42,,,0.95,0.95,0.95,ESP,Spain,UCDCC,Union of Centre and Christian Democracy of Catalonia,UniÃ³ del Centre i la DemocrÃ cia Cristiana de Catalunya,Unio del Centre i la Democracia Cristiana de Catalunya,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,27.0,3.0,1977,1970,1975
1221,ESP,Spain,parliament,1977-06-15,0.2,1.0,350,PAR,Partido AragonÃ©s Regionalista,Aragonese Regionalist Party,7.1909,27,42,,,0.62,0.35,0.34800000000000003,ESP,Spain,PAR,Aragonese Regionalist Party,Partido AragonÃ©s Regionalista,Partido Aragones Regionalista,spec,Special issue,7.1909,6.2727,5.9583,8.75,33904.0,,,1411.0,,510.0,,510.0,27.0,16.0,1977,1970,1975
1377,ESP,Spain,parliament,1977-06-15,0.16,1.0,350,etc,others,others,,27,42,,,0.16,0.16,0.16,ESP,Spain,etc,others,others,others,none,no family,,,,,,,,,,,,,27.0,12.0,1977,1970,1975
1026,ESP,Spain,parliament,1977-06-15,0.34,1.0,350,EE,Euzkadiko Ezkerra,Basque Left,2.4,27,42,,,0.53,0.48,0.47000000000000003,ESP,Spain,EE,Basque Left,Euzkadiko Ezkerra,Euzkadiko Ezkerra,com,Communist/Socialist,2.4,1.4,3.0,7.2167,33901.0,,,1403.0,,509.0,,,27.0,14.0,1977,1970,1975
757,ESP,Spain,parliament,1977-06-15,0.79,1.0,350,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,3.1072,27,42,,,2.63,0.85,1.3,ESP,Spain,ERC,Republican Left of Catalonia,Esquerra Republicana de Catalunya,Esquerra Republicana de Catalunya,spec,Special issue,3.1072,2.9073,2.7325,7.0389,33905.0,270.0,1724905.0,1406.0,,511.0,,511.0,27.0,16.0,1977,1970,1975
370,ESP,Spain,parliament,1979-03-01,1.82,5.0,350,PA,Partidu Andalucista,Andalusian Party,4.85,27,493,42.0,205.0,1.82,1.05,1.2566666666666666,ESP,Spain,PA,Andalusian Party,Partidu Andalucista,Partidu Andalucista,soc,Social democracy,4.85,4.86,4.43,8.725,33906.0,,,1407.0,,517.0,,516.0,27.0,11.0,1979,1970,1975
1317,ESP,Spain,parliament,1979-03-01,0.96,3.0,350,HB,Herri Batasuna,United People,0.5909,27,493,42.0,205.0,1.15,0.985,0.9666666666666668,ESP,Spain,HB,United People,Herri Batasuna,Herri Batasuna,spec,Special issue,0.5909,1.8,4.3889,3.25,,,,1401.0,3601.0,508.0,,508.0,27.0,16.0,1979,1970,1975
1407,ESP,Spain,parliament,1979-03-01,2.11,1.0,350,UN,UniÃ³n Nacional,National Union,9.8,27,493,42.0,205.0,2.11,2.11,2.11,ESP,Spain,UN,National Union,UniÃ³n Nacional,Union National,right,Right-wing,9.8,5.9,8.5,2.3,,,,1413.0,,,,,27.0,40.0,1979,1970,1975
637,ESP,Spain,parliament,1982-10-28,2.88,2.0,350,CDS,CentrÃ³ DemocrÃ¡tico y Social,Democratic and Social Centre,6.2,27,85,493.0,406.0,9.27,7.95,6.699999999999999,ESP,Spain,CDS,Democratic and Social Centre,CentrÃ³ DemocrÃ¡tico y Social,Centro Democratico y Social,chr,Christian democracy,6.2,5.7,7.1,9.7167,33512.0,,,,,503.0,,,27.0,3.0,1982,1980,1980
443,ESP,Spain,parliament,1986-06-22,0.32,1.0,350,UV,Union Valenciana,Valencian Union,6.0417,27,254,85.0,238.0,0.71,0.425,0.47,ESP,Spain,UV,Valencian Union,Union Valenciana,Union Valenciana,spec,Special issue,6.0417,5.7273,5.875,8.8769,,,,,,512.0,,512.0,27.0,16.0,1986,1980,1985
411,ESP,Spain,parliament,1986-06-22,0.33,1.0,350,AIC,Agrupacion Independientes de Canarias,Canary Islands Group,,27,254,85.0,238.0,0.33,0.325,0.325,ESP,Spain,AIC,Canary Islands Group,Agrupacion Independientes de Canarias,Agrupacion Independientes de Canarias,spec,Special issue,,,,,,,,,,,,,27.0,16.0,1986,1980,1985
845,ESP,Spain,parliament,1989-10-29,0.67,2.0,350,EA,Eusko Alkartasuna,Basque Solidarity,4.3115,27,289,254.0,834.0,1.39,0.51,0.64,ESP,Spain,EA,Basque Solidarity,Eusko Alkartasuna,Eusko Alkartasuna,spec,Special issue,4.3115,4.7873,4.555,7.4841,33903.0,,1724903.0,,3604.0,507.0,,507.0,27.0,16.0,1989,1980,1985
234,ESP,Spain,parliament,1993-06-06,0.88,4.0,350,CC,CoaliciÃ³n Canaria,Canary Coalition,5.9789,27,252,289.0,37.0,1.09,0.7849999999999999,0.71625,ESP,Spain,CC,Canary Coalition,CoaliciÃ³n Canaria,Coalicion Canaria,spec,Special issue,5.9789,5.9,5.7694,8.0278,33907.0,392.0,1724907.0,,,,,517.0,27.0,16.0,1993,1990,1990
520,ESP,Spain,parliament,1996-03-03,0.89,2.0,350,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,2.9117,27,99,252.0,654.0,1.34,0.84,0.932,ESP,Spain,BNG,Galician Nationalist Bloc,Bloque Nacionalista Galego,Bloque Nacionalista Galego,spec,Special issue,2.9117,2.81,2.9378,6.6096,33908.0,356.0,1724908.0,,,514.0,,513.0,27.0,16.0,1996,1990,1995
1367,ESP,Spain,parliament,2000-03-12,0.33,1.0,350,CA,Chunta Aragonesista,Aragonese Council,2.75,27,687,99.0,370.0,0.37,0.35,0.35,ESP,Spain,CA,Aragonese Council,Chunta Aragonesista,Chunta Aragonesista,spec,Special issue,2.75,2.38,1.88,6.6667,,,,,,,,520.0,27.0,16.0,2000,2000,2000
385,ESP,Spain,parliament,2004-03-14,0.24,1.0,350,Bai,Bai,Yes,,27,164,687.0,309.0,0.25,0.24,0.2233333333333333,ESP,Spain,Bai,Yes,Bai,Bai,spec,Special issue,,,,,,,1724923.0,,,,,,27.0,16.0,2004,2000,2000
551,ESP,Spain,parliament,2008-03-09,1.2,1.0,350,UPyD,UniÃ³n Progreso y Democracia,"Union, Progress and Democracy",6.0,27,500,164.0,806.0,4.76,2.98,2.98,ESP,Spain,UPyD,"Union, Progress and Democracy",UniÃ³n Progreso y Democracia,Union Progreso y Democracia,lib,Liberal,6.0,6.7,3.6,8.7,,276.0,1724010.0,,,,,523.0,27.0,6.0,2008,2000,2005
2376,ESP,Spain,parliament,2015-12-20,12.67,42.0,350,P,Podemos,We Can,1.2,27,998,777.0,988.0,13.37,13.02,13.02,ESP,Spain,P,We Can,Podemos,Podemos,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27.0,14.0,2015,2010,2015
2375,ESP,Spain,parliament,2015-12-20,13.93,40.0,350,C-PC,Ciudadanos â€“ Partido de la CiudadanÃ­a,Citizens -- Party of the Citizenry,6.0,27,998,777.0,988.0,13.93,13.49,13.49,ESP,Spain,C-PC,Citizens -- Party of the Citizenry,Ciudadanos â€“ Partido de la CiudadanÃ­a,Ciudadanos -- Partido de la Ciudadania,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,27.0,6.0,2015,2010,2015
2606,ESP,Spain,parliament,2015-12-20,3.69,12.0,350,ECP,En ComÃº Podem,In Common We Can,1.2,27,998,777.0,988.0,3.69,3.62,3.62,ESP,Spain,ECP,In Common We Can,En ComÃº Podem,En Comu Podem,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27.0,14.0,2015,2010,2015
2607,ESP,Spain,parliament,2015-12-20,2.67,9.0,350,C|AV,CompromÃ­s | A la valenciana,Compromise | A la valenciana,1.2,27,998,777.0,988.0,2.74,2.705,2.705,ESP,Spain,C|AV,Compromise | A la valenciana,CompromÃ­s | A la valenciana,Compromis | A la valenciana,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27.0,14.0,2015,2010,2015
2605,ESP,Spain,parliament,2015-12-20,2.25,8.0,350,CDC,ConvergÃ¨ncia DemocrÃ tica de Catalunya,Democratic Convergence of Catalonia,7.4,27,998,777.0,988.0,2.25,2.13,2.13,ESP,Spain,CDC|JxCat,Democratic Convergence | Together for Catalonia,ConvergÃ¨ncia DemocrÃ tica | Junts per Catalunya,Convergencia Democratica | Junts per Catalunya,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,27.0,26.0,2015,2010,2015
2604,ESP,Spain,parliament,2015-12-20,1.63,6.0,350,EM,En Marea,In Tide,1.2,27,998,777.0,988.0,1.63,1.535,1.535,ESP,Spain,EM|GCE,En Masse | Common Group of the Left,En Marea | Grupo ComÃºn da Esquerda,En Marea | Grupo Comun da Esquerda,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27.0,14.0,2015,2010,2015
2603,ESP,Spain,parliament,2015-12-20,0.87,2.0,350,EHB,Euskal Herria Bildu,Basque Country Unite,,27,998,777.0,988.0,0.87,0.8200000000000001,0.8200000000000001,ESP,Spain,EHB,Basque Country Unite,Euskal Herria Bildu,Euskal Herria Bildu,spec,Special issue,,,,,,,,,,,,,27.0,16.0,2015,2010,2015
243,EST,Estonia,parliament,1992-09-20,22.0,29.0,101,RKI,"Rahvuslik Koonderakond ""Isamaa""","National Coalition Party ""Pro Patria""",7.4,75,670,,,22.0,14.93,14.93,EST,Estonia,RKI,"National Coalition Party ""Pro Patria""","Rahvuslik Koonderakond ""Isamaa""","Rahvuslik Koonderakond ""Isamaa""",con,Conservative,7.4,6.4,7.0,7.9,83710.0,,,,,,,,75.0,26.0,1992,1990,1990
486,EST,Estonia,parliament,1992-09-20,13.6,17.0,101,EKK,Eesti Koonderakond,Estonian Coalition Party,7.2222,75,670,,,32.23,13.6,17.80333333333333,EST,Estonia,EKK,Estonian Coalition Party,Eesti Koonderakond,Eesti Koonderakond,lib,Liberal,7.2222,6.7,3.6,8.7,83713.0,,,,1209.0,,,,75.0,6.0,1992,1990,1990
450,EST,Estonia,parliament,1992-09-20,12.25,15.0,101,R,Rahvarinne,Popular Front,3.3333,75,670,,,12.25,12.25,12.25,EST,Estonia,R,Popular Front,Rahvarinne,Rahvarinne,soc,Social democracy,3.3333,3.5,3.5,8.1,83421.0,,,,1204.0,,,,75.0,11.0,1992,1990,1990
1448,EST,Estonia,parliament,1992-09-20,9.73,12.0,101,SDE|M,Sotsiaaldemokraatlik Erakond | MÃµÃµdukad,Social Democratic Party | Moderates,4.1915,75,670,,,17.1,10.6,11.545714285714284,EST,Estonia,SDE|M,Social Democratic Party | Moderates,Sotsiaaldemokraatlik Erakond | MÃµÃµdukad,Sotsiaaldemokraatlik Erakond | Moodukad,soc,Social democracy,4.1915,3.4667,3.1737,7.7982,83410.0,83.0,1233410.0,,1205.0,,1742.0,2204.0,75.0,11.0,1992,1990,1990
552,EST,Estonia,parliament,1992-09-20,8.79,10.0,101,ERSP,Eesti Rahvusliku SÃµltumatuse Partei,Estonian National Independence Party,7.7778,75,670,,,8.79,8.79,8.79,EST,Estonia,ERSP,Estonian National Independence Party,Eesti Rahvusliku SÃµltumatuse Partei,Eesti Rahvusliku Soltumatuse Partei,con,Conservative,7.7778,6.4,7.0,7.9,83711.0,,,,1210.0,,,,75.0,26.0,1992,1990,1990
1064,EST,Estonia,parliament,1992-09-20,6.89,8.0,101,EKo,Eesti Kodanik,Estonian Citizens,8.7,75,670,,,6.89,6.89,6.89,EST,Estonia,EKo,Estonian Citizens,Eesti Kodanik,Eesti Kodanik,right,Right-wing,8.8,5.9,8.5,2.3,83712.0,,,,,,,,75.0,40.0,1992,1990,1990
25,EST,Estonia,parliament,1992-09-20,7.12,8.0,101,SK,SÃµltumatud Kuningriiklased,Independent Royalists,,75,670,,,7.12,7.12,7.12,EST,Estonia,SK,Independent Royalists,SÃµltumatud Kuningriiklased,Soltumatud Kuningriiklased,spec,Special issue,,,,,83901.0,,,,,,,,75.0,16.0,1992,1990,1990
1516,EST,Estonia,parliament,1992-09-20,2.39,1.0,101,EEE,Eesti EttevÃµtjate Erakond,Estonian Entrepreneur Party,8.3333,75,670,,,2.39,2.39,2.39,EST,Estonia,EEE,Estonian Entrepreneur Party,Eesti EttevÃµtjate Erakond,Eesti Ettevotjate Erakond,lib,Liberal,8.3333,6.7,3.6,8.7,,,,,1211.0,,,,75.0,6.0,1992,1990,1990
2631,EST,Estonia,parliament,1992-09-20,2.62,1.0,101,EER-91,Erakonna Eestimaa Rohelised â€“ 1991,Estonian Greens -- 1991,5.5556,75,670,,,2.62,2.62,2.62,EST,Estonia,EER-91,Estonian Greens -- 1991,Eesti Rohelised â€“ 1991,Eesti Rohelised -- 1991,eco,Green/Ecologist,5.5556,2.5,1.8,6.5,,,,,1206.0,,,,75.0,19.0,1992,1990,1990
113,EST,Estonia,parliament,1995-03-05,16.19,19.0,101,ERe,Eesti Reformierakond,Estonian Reform Party,7.8969,75,600,670.0,4.0,28.6,22.695,22.316666666666666,EST,Estonia,ERe,Estonian Reform Party,Eesti Reformierakond,Eesti Reformierakond,lib,Liberal,7.8969,8.6246,5.2737,8.5715,83430.0,82.0,1233430.0,,1208.0,,1794.0,2203.0,75.0,6.0,1995,1990,1995
1137,EST,Estonia,parliament,1995-03-05,14.17,16.0,101,EK,Eesti Keskerakond,Estonian Centre Party,3.9562,75,600,670.0,4.0,26.1,24.11,22.865,EST,Estonia,EK,Estonian Centre Party,Eesti Keskerakond,Eesti Keskerakond,soc,Social democracy,3.9562,3.6421,4.9947,5.0118,83411.0,75.0,1233411.0,,1204.0,,1716.0,2202.0,75.0,11.0,1995,1990,1995
1590,EST,Estonia,parliament,1995-03-05,5.87,6.0,101,K-EUR,Konstitutsioonierakond â€“ Eestimaa Ãœhendatud Rahvapartei,Constitution Party -- Estonian United People's Party,2.0282,75,600,670.0,4.0,6.13,6.0,6.0,EST,Estonia,K-EUR,Constitution Party -- Estonian United People's Party,Konstitutsioonierakond â€“ Eestimaa Ãœhendatud Rahvapartei,Konstitutsioonierakond -- Eestimaa Uehendatud Rahvapartei,soc,Social democracy,2.0282,2.9413,6.3158,4.9241,83952.0,,,,1201.0,,1664.0,2205.0,75.0,11.0,1995,1990,1995
1395,EST,Estonia,parliament,1995-03-05,5.0,5.0,101,VKR,Vabariiklaste ja Konservatiivide Rahvaerakond,People's Party of Republicans and Conservatives,7.4,75,600,670.0,4.0,5.0,5.0,5.0,EST,Estonia,VKR,People's Party of Republicans and Conservatives,Vabariiklaste ja Konservatiivide Rahvaerakond,Vabariiklaste ja Konservatiivide Rahvaerakond,con,Conservative,7.4,6.4,7.0,7.9,83610.0,,,,,,,,75.0,26.0,1995,1990,1995
846,EST,Estonia,parliament,1999-03-07,16.09,18.0,101,I,Isamaaliit,Pro Patria Union,7.6169,75,239,600.0,303.0,16.09,11.695,11.695,EST,Estonia,I,Pro Patria Union,Isamaaliit,Isamaaliit,con,Conservative,7.6169,6.414,7.3789,8.5189,83710.0,,,,1212.0,,1690.0,2201.0,75.0,26.0,1999,1990,1995
417,EST,Estonia,parliament,1999-03-07,7.27,7.0,101,ERa,Eestimaa Rahvalliit,People's Union of Estonia,4.5812,75,239,600.0,303.0,13.0,7.71,8.879999999999999,EST,Estonia,ERa/EKR,People's Union of Estonia / Conservative People's Party,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,con,Conservative,4.5812,4.8509,6.9474,6.0627,83612.0,78.0,1233612.0,,,,1768.0,2206.0,75.0,26.0,1999,1990,1995
428,EST,Estonia,parliament,2003-03-02,24.6,28.0,101,ERP,Erakond Res Publica,Res Publica Party,8.4962,75,423,239.0,152.0,24.6,24.6,24.6,EST,Estonia,ERP,Res Publica Party,Erakond Res Publica,Erakond Res Publica,con,Conservative,8.4962,8.2456,6.1053,9.2632,83611.0,,,,,,1820.0,,75.0,26.0,2003,2000,2000
1597,EST,Estonia,parliament,2007-03-04,17.9,19.0,101,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,8.4962,75,83,423.0,274.0,20.5,17.9,17.37,EST,Estonia,IRL,Union of Pro Patria and Res Publica,Erakond Isamaa ja Res Publica Liit,Erakond Isamaa ja Res Publica Liit,con,Conservative,8.4962,8.2456,6.1053,9.2632,83611.0,80.0,1233613.0,,,,1820.0,,75.0,26.0,2007,2000,2005
219,EST,Estonia,parliament,2007-03-04,7.1,6.0,101,EER,Erakonna Eestimaa Rohelised,Estonian Greens,2.5,75,83,423.0,274.0,7.1,7.1,7.1,EST,Estonia,EER,Estonian Greens,Erakond Eestimaa Rohelised,Erakond Eestimaa Rohelised,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,79.0,1233100.0,,,,,2207.0,75.0,19.0,2007,2000,2005
2409,EST,Estonia,parliament,2015-03-01,8.69,8.0,101,EV,Eesti Vabaerakond,Free Party,7.4,75,853,699.0,1095.0,8.69,8.69,8.69,EST,Estonia,EV,Free Party,Eesti Vabaerakond,Eesti Vabaerakond,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,75.0,26.0,2015,2010,2015
395,FIN,Finland,parliament,1917-10-02,44.79,92.0,171,SSDP,Suomen Sosialidemokraattinen Puolue â€“ Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,902,,,44.79,25.78,27.2751724137931,FIN,Finland,SSDP,Social Democratic Party of Finland,Suomen Sosialidemokraattinen Puolue â€“ Finlands Socialdemokratiska Parti,Suomen Sosialidemokraattinen Puolue -- Finlands Socialdemokratiska Parti,soc,Social democracy,3.5595,3.5454,4.2417,8.621,14320.0,94.0,1246320.0,602.0,1303.0,1401.0,5737.0,1401.0,67.0,11.0,1917,1910,1915
2434,FIN,Finland,parliament,1917-10-02,30.17,32.0,171,SP-V,Suomalainen puolue â€“ Vanhasuomalaiset,Finnish Party -- Old Finns,7.4,67,902,,,30.17,30.17,30.17,FIN,Finland,SP-V,Finnish Party -- Old Finns,Suomalainen puolue â€“ Vanhasuomalaiset,Suomalainen puolue -- Vanhasuomalaiset,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,67.0,26.0,1917,1910,1915
94,FIN,Finland,parliament,1917-10-02,12.38,26.0,171,KESK,Keskusta,Centre Party,5.8027,67,902,,,27.3,22.4,21.097586206896555,FIN,Finland,KESK,Centre Party,Keskusta,Keskusta,agr,Agrarian,5.8027,4.9349,7.2203,5.5267,14810.0,90.0,1246810.0,603.0,1306.0,1403.0,5677.0,1403.0,67.0,2.0,1917,1910,1915
585,FIN,Finland,parliament,1917-10-02,10.9,21.0,171,RKP-SFP,Ruotsalainen Kansanpuolue â€“ Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,902,,,12.4,6.1,7.278620689655172,FIN,Finland,RKP-SFP,Swedish People's Party,Ruotsalainen Kansanpuolue â€“ Svenska Folkepartiet i Finland,Ruotsalainen Kansanpuolue -- Svenska Folkepartiet i Finland,lib,Liberal,6.3906,6.7295,3.8385,8.5284,14901.0,96.0,1246901.0,606.0,1305.0,1406.0,5757.0,1406.0,67.0,6.0,1917,1910,1915
1118,FIN,Finland,parliament,1919-03-03,15.7,28.0,200,KOK,Kansallinen Kokoomus â€“ Samlingspartiet,National Coalition Party,7.2451,67,903,902.0,1220.0,23.1,17.799999999999997,17.395714285714288,FIN,Finland,KOK,National Coalition Party,Kansallinen Kokoomus â€“ Samlingspartiet,Kansallinen Kokoomus -- Samlingspartiet,con,Conservative,7.2451,7.6408,5.5872,9.0846,14620.0,86.0,1246620.0,608.0,1308.0,1402.0,5697.0,1402.0,67.0,26.0,1919,1910,1915
1219,FIN,Finland,parliament,1919-03-03,12.8,26.0,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,903,902.0,1220.0,12.8,5.85,6.0,FIN,Finland,KE|SLK,National Progressive Party | [Finnish] Liberal People's Party,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,lib,Liberal,5.7167,6.7,3.6,9.05,14420.0,,,604.0,1304.0,1410.0,,,67.0,6.0,1919,1910,1915
2433,FIN,Finland,parliament,1919-03-03,1.5,2.0,200,SKrTL,Suomen Kristillisen TyÃ¶vÃ¤en Liitto â€“  Finlands kristliga arbetarfÃ¶rbund,Christian Workers' Union of Finland,3.3,67,903,902.0,1220.0,1.5,1.5,1.5,FIN,Finland,SKrTL,Christian Workers' Union of Finland,Suomen Kristillisen TyÃ¶vÃ¤en Liitto â€“  Finlands kristliga arbetarfÃ¶rbund,Suomen Kristillisen Tyovaen Liitto -- Finlands kristliga arbetarforbund,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,67.0,11.0,1919,1910,1915
1292,FIN,Finland,parliament,1922-07-03,14.8,27.0,200,DL|VAS,Demokraattinen Liitto â€“ Demokratiska FÃ¶rbundet | Vasemmistoliitto â€“ VÃ¤nsterfÃ¶rbundet ,Democratic Union | Left Alliance,2.1843,67,904,903.0,1215.0,23.5,14.8,15.345652173913045,FIN,Finland,DL|VAS,Democratic Union | Left Alliance,Demokraattinen Liitto â€“ Demokratiska FÃ¶rbundet | Vasemmistoliitto â€“ VÃ¤nsterfÃ¶rbundet ,Demokraattinen Liitto -- Demokratiska Forbundet | Vasemmistoliitto -- Vansterforbundet ,com,Communist/Socialist,2.1843,1.8661,3.3406,5.165,14221.0,97.0,1246223.0,601.0,1301.0,1404.0,5777.0,1404.0,67.0,14.0,1922,1920,1920
920,FIN,Finland,parliament,1930-10-01,1.8,1.0,200,SPP,Suomen PienviljelijÃ¤in Puolue â€“ Finska SmÃ¥brukarpartiet,Finnish Small Farmers' Party,5.3,67,269,577.0,1204.0,3.4,2.0,2.4,FIN,Finland,SPP,Finnish Small Farmers' Party,Suomen PienviljelijÃ¤in Puolue â€“ Finska SmÃ¥brukarpartiet,Suomen Pienviljelijain Puolue -- Finska Smabrukarpartiet,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,67.0,2.0,1930,1930,1930
1565,FIN,Finland,parliament,1930-10-01,0.82,1.0,200,SV,Ruotsalainen vasemmisto â€“ Svensk vÃ¤nster,Swedish Left,1.2,67,269,577.0,1204.0,0.82,0.6599999999999999,0.6599999999999999,FIN,Finland,SV,Swedish Left,Ruotsalainen vasemmisto â€“ Svensk vÃ¤nster,Ruotsalainen vasemmisto -- Svensk vanster,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,67.0,14.0,1930,1930,1930
957,FIN,Finland,parliament,1933-07-01,,14.0,200,IK,IsÃ¤nmaallinen Kansanliike â€“ FosterlÃ¤ndska FolkrÃ¶relsen,Patriotic People's Movement,7.4,67,689,269.0,1202.0,8.3,7.45,7.45,FIN,Finland,IK,Patriotic People's Movement,IsÃ¤nmaallinen Kansanliike â€“ FosterlÃ¤ndska FolkrÃ¶relsen,Isanmaallinen Kansanliike -- Fosterlandska Folkrorelsen,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,67.0,26.0,1933,1930,1930
2292,FIN,Finland,parliament,1933-07-01,0.85,2.0,200,Ka,Kansanpuolue,People's Party,5.3,67,689,269.0,1202.0,0.85,0.74,0.74,FIN,Finland,Ka,People's Party,Kansanpuolue,Kansanpuolue,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,67.0,2.0,1933,1930,1930
2293,FIN,Finland,parliament,1939-07-01,2.14,2.0,200,PMP,PienviljelijÃ¤in ja maalaiskansan puolue,Party of Smallholders and Rural People,5.3,67,297,142.0,1199.0,2.14,2.14,2.14,FIN,Finland,PMP,Party of Smallholders and Rural People,PienviljelijÃ¤in ja maalaiskansan puolue,Pienviljelijain ja maalaiskansan puolue,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,67.0,2.0,1939,1930,1935
66,FIN,Finland,parliament,1948-07-02,0.4,1.0,200,AS,Ã…lÃ¤ndsk Samlingin Ã¤Ã¤ntÃ¤ â€“ Ã…lÃ¤ndsk Samling,Aland Coalition,,67,187,101.0,125.0,0.4,0.3,0.3222222222222222,FIN,Finland,AS,Aland Coalition,Ã…lÃ¤ndsk Samlingin Ã¤Ã¤ntÃ¤ â€“ Ã…lÃ¤ndsk Samling,Alandsk Samlingin aanta -- Alandsk Samling,spec,Special issue,,,,,,,,,,,,,67.0,16.0,1948,1940,1945
